Employee_ID,Job_ID,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year
4979,129,101325.91,8015.19,14663.69,Not Provided,124004.79,124004.79,2011
4980,22,105934.66,1629.49,16434.47,Not Provided,123998.62,123998.62,2011
4981,22,105934.65,6753.6,11303.13,Not Provided,123991.38,123991.38,2011
4982,22,105934.71,1701.79,16350.61,Not Provided,123987.11,123987.11,2011
4983,40,112401.08,5391.13,6188.74,Not Provided,123980.95,123980.95,2011
4984,57,101568.31,6999.67,15402.03,Not Provided,123970.01,123970.01,2011
4985,40,112421.42,8971.22,2557.91,Not Provided,123950.55,123950.55,2011
4986,129,101765.82,5061.56,17111.95,Not Provided,123939.33,123939.33,2011
4987,32,123939.23,0,0,Not Provided,123939.23,123939.23,2011
4988,40,112417.06,647.62,10852.53,Not Provided,123917.21,123917.21,2011
4989,56,106065.19,13076.65,4773.17,Not Provided,123915.01,123915.01,2011
4990,129,106729.48,114.9,17063.77,Not Provided,123908.15,123908.15,2011
4991,22,105934.66,0,17959.69,Not Provided,123894.35,123894.35,2011
4992,88,117424.25,0,6462.36,Not Provided,123886.61,123886.61,2011
4993,56,103670.58,9538.53,10676.41,Not Provided,123885.52,123885.52,2011
4994,272,99498.03,0,24385.04,Not Provided,123883.07,123883.07,2011
4995,22,105934.7,8072.29,9875.08,Not Provided,123882.07,123882.07,2011
4996,40,112380.7,2705.16,8793.54,Not Provided,123879.4,123879.4,2011
4997,101,120937.17,0,2938.57,Not Provided,123875.74,123875.74,2011
4998,40,112401.08,2536.93,8935.81,Not Provided,123873.82,123873.82,2011
4999,40,111484.03,844.17,11542.44,Not Provided,123870.64,123870.64,2011
5000,256,86842.27,30732.4,6274.29,Not Provided,123848.96,123848.96,2011
5001,72,106106.06,4782.04,12954.2,Not Provided,123842.3,123842.3,2011
5002,184,92471.44,30883.55,470,Not Provided,123824.99,123824.99,2011
5003,56,106026.97,6313.96,11470.68,Not Provided,123811.61,123811.61,2011
5004,129,106674.34,5676.84,11457.2,Not Provided,123808.38,123808.38,2011
5005,72,106106.02,1765.08,15928.33,Not Provided,123799.43,123799.43,2011
5006,129,119496,4050.23,250,Not Provided,123796.23,123796.23,2011
5007,129,108758.6,7860.31,7175.1,Not Provided,123794.01,123794.01,2011
5008,48,86840,34831.79,2114.07,Not Provided,123785.86,123785.86,2011
5009,57,100631.12,9108.65,14043.36,Not Provided,123783.13,123783.13,2011
5010,129,109616,4216.41,9948.16,Not Provided,123780.57,123780.57,2011
5011,129,123240.02,0,540.33,Not Provided,123780.35,123780.35,2011
5012,128,123771.83,0,0,Not Provided,123771.83,123771.83,2011
5013,168,65793.28,54187.3,3790.44,Not Provided,123771.02,123771.02,2011
5014,57,103975.83,6721.89,13068.31,Not Provided,123766.03,123766.03,2011
5015,72,96576,16786.06,10394.81,Not Provided,123756.87,123756.87,2011
5016,129,118490.27,0,5257.42,Not Provided,123747.69,123747.69,2011
5017,40,112380.69,6175.89,5185.03,Not Provided,123741.61,123741.61,2011
5018,40,112421.38,6778.89,4541.08,Not Provided,123741.35,123741.35,2011
5019,22,105934.63,6917.89,10878.01,Not Provided,123730.53,123730.53,2011
5020,37,123291.61,0,430.25,Not Provided,123721.86,123721.86,2011
5021,43,103763.8,0,19949.92,Not Provided,123713.72,123713.72,2011
5022,32,117459.97,0,6249.97,Not Provided,123709.94,123709.94,2011
5023,40,112364.31,1406.96,9921.7,Not Provided,123692.97,123692.97,2011
5024,129,98995.62,8570.94,16121.91,Not Provided,123688.47,123688.47,2011
5025,129,117850.92,1135.53,4701.75,Not Provided,123688.2,123688.2,2011
5026,253,68798.66,54828.46,60,Not Provided,123687.12,123687.12,2011
5027,22,105934.65,920.35,16830.05,Not Provided,123685.05,123685.05,2011
5028,40,112380.68,5696.84,5605.73,Not Provided,123683.25,123683.25,2011
5029,40,112421.45,7436.75,3819.11,Not Provided,123677.31,123677.31,2011
5030,101,118401.02,0,5271.32,Not Provided,123672.34,123672.34,2011
5031,40,112645.78,4352.29,6639.67,Not Provided,123637.74,123637.74,2011
5032,57,110223.07,3571.15,9830.94,Not Provided,123625.16,123625.16,2011
5033,22,105934.65,0,17682.8,Not Provided,123617.45,123617.45,2011
5034,273,96684.84,0,26915.27,Not Provided,123600.11,123600.11,2011
5035,129,100768.33,4679.88,18145.62,Not Provided,123593.83,123593.83,2011
5036,35,84915.52,32884.32,5791.67,Not Provided,123591.51,123591.51,2011
5037,192,123588.16,0,0,Not Provided,123588.16,123588.16,2011
5038,40,112421.44,7286.5,3850.52,Not Provided,123558.46,123558.46,2011
5039,35,88062,32485.15,3010.43,Not Provided,123557.58,123557.58,2011
5040,129,95938.56,8708.15,18894.76,Not Provided,123541.47,123541.47,2011
5041,230,83508.31,24569.53,15463.51,Not Provided,123541.35,123541.35,2011
5042,129,110406.48,4408.2,8725.84,Not Provided,123540.52,123540.52,2011
5043,56,97017.97,10265.42,16255.27,Not Provided,123538.66,123538.66,2011
5044,126,123535.32,0,0,Not Provided,123535.32,123535.32,2011
5045,129,112077.3,3306.15,8149.84,Not Provided,123533.29,123533.29,2011
5046,152,123533.1,0,0,Not Provided,123533.1,123533.1,2011
5047,143,72410.02,45508.9,5611.36,Not Provided,123530.28,123530.28,2011
5048,48,86840,26359.97,10329.87,Not Provided,123529.84,123529.84,2011
5049,22,105676.26,3279.64,14568.16,Not Provided,123524.06,123524.06,2011
5050,190,107282.08,13784.46,2457.42,Not Provided,123523.96,123523.96,2011
5051,274,77760.94,33900.79,11858.51,Not Provided,123520.24,123520.24,2011
5052,22,105934.68,0,17583.89,Not Provided,123518.57,123518.57,2011
5053,275,110261.82,0,13251.16,Not Provided,123512.98,123512.98,2011
5054,194,98950.27,8834.63,15726.1,Not Provided,123511,123511,2011
5055,129,115882,6016.95,1609.43,Not Provided,123508.38,123508.38,2011
5056,41,121160.28,1074.48,1272.82,Not Provided,123507.58,123507.58,2011
5057,57,109036.29,6369.85,8080.02,Not Provided,123486.16,123486.16,2011
5058,22,105934.67,6275.39,11274.89,Not Provided,123484.95,123484.95,2011
5059,40,117299.15,2378.82,3806.08,Not Provided,123484.05,123484.05,2011
5060,129,118921.5,0,4551.48,Not Provided,123472.98,123472.98,2011
5061,88,123466.65,0,0,Not Provided,123466.65,123466.65,2011
5062,113,94534.28,22018.15,6911.24,Not Provided,123463.67,123463.67,2011
5063,204,115816.96,7632.52,0,Not Provided,123449.48,123449.48,2011
5064,168,67349.29,53917.69,2181.43,Not Provided,123448.41,123448.41,2011
5065,130,95448.94,12718.68,15280.43,Not Provided,123448.05,123448.05,2011
5066,56,96406.34,6865.89,20175.6,Not Provided,123447.83,123447.83,2011
5067,33,105920.77,7507.17,10016.49,Not Provided,123444.43,123444.43,2011
5068,56,106065.17,6940.04,10429.12,Not Provided,123434.33,123434.33,2011
5069,19,99014.4,20336.4,4082,Not Provided,123432.8,123432.8,2011
5070,129,118119.9,0,5291.66,Not Provided,123411.56,123411.56,2011
5071,101,120937.14,0,2468.99,Not Provided,123406.13,123406.13,2011
5072,56,103275.63,7507.92,12619.22,Not Provided,123402.77,123402.77,2011
5073,129,109776.73,6708.85,6917.18,Not Provided,123402.76,123402.76,2011
5074,217,117272.05,0,6128.24,Not Provided,123400.29,123400.29,2011
5075,152,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5076,152,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5077,241,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5078,152,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5079,241,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5080,152,123396.75,0,0,Not Provided,123396.75,123396.75,2011
5081,57,110223.03,11699.7,1469.42,Not Provided,123392.15,123392.15,2011
5082,72,106106,3393.97,13885.18,Not Provided,123385.15,123385.15,2011
5083,40,112401.07,4593.12,6374.72,Not Provided,123368.91,123368.91,2011
5084,57,108060.61,7943.87,7327.37,Not Provided,123331.85,123331.85,2011
5085,101,120937.41,0,2384.62,Not Provided,123322.03,123322.03,2011
5086,130,114411.98,5422.25,3482.5,Not Provided,123316.73,123316.73,2011
5087,208,110823.87,0,12487.17,Not Provided,123311.04,123311.04,2011
5088,152,123310.7,0,0,Not Provided,123310.7,123310.7,2011
5089,129,110358.65,3543.34,9406.58,Not Provided,123308.57,123308.57,2011
5090,40,112401.08,4328.12,6572.69,Not Provided,123301.89,123301.89,2011
5091,40,112421.45,8279.92,2599.54,Not Provided,123300.91,123300.91,2011
5092,169,102458.2,0,20839.17,Not Provided,123297.37,123297.37,2011
5093,40,112441.81,6737.84,4116.47,Not Provided,123296.12,123296.12,2011
5094,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5095,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5096,137,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5097,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5098,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5099,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5100,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5101,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5102,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5103,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5104,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5105,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5106,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5107,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5108,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5109,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5110,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5111,241,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5112,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5113,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5114,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5115,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5116,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5117,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5118,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5119,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5120,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5121,137,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5122,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5123,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5124,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5125,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5126,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5127,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5128,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5129,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5130,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5131,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5132,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5133,137,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5134,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5135,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5136,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5137,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5138,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5139,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5140,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5141,137,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5142,267,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5143,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5144,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5145,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5146,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5147,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5148,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5149,152,123290.7,0,0,Not Provided,123290.7,123290.7,2011
5150,57,102915.62,8081.42,12291.17,Not Provided,123288.21,123288.21,2011
5151,152,123286.47,0,0,Not Provided,123286.47,123286.47,2011
5152,217,117077.55,0,6178.17,Not Provided,123255.72,123255.72,2011
5153,129,123003.01,0,250,Not Provided,123253.01,123253.01,2011
5154,204,115817,0,7434.62,Not Provided,123251.62,123251.62,2011
5155,208,118691.57,0,4551.1,Not Provided,123242.67,123242.67,2011
5156,40,112401.09,3171.01,7658.91,Not Provided,123231.01,123231.01,2011
5157,22,105934.67,0,17290.06,Not Provided,123224.73,123224.73,2011
5158,129,98466.27,4375.14,20379.87,Not Provided,123221.28,123221.28,2011
5159,57,110242.91,7196.32,5765.21,Not Provided,123204.44,123204.44,2011
5160,207,105347.05,9878.54,7973.23,Not Provided,123198.82,123198.82,2011
5161,22,97753.72,9325.41,16113.86,Not Provided,123192.99,123192.99,2011
5162,101,120937.41,0,2246.2,Not Provided,123183.61,123183.61,2011
5163,40,112421.48,1912.86,8843.26,Not Provided,123177.6,123177.6,2011
5164,22,105934.68,596.61,16630.86,Not Provided,123162.15,123162.15,2011
5165,40,112401.08,2493.21,8259.13,Not Provided,123153.42,123153.42,2011
5166,56,106046.08,6382.88,10723.08,Not Provided,123152.04,123152.04,2011
5167,22,105934.64,74.42,17139.3,Not Provided,123148.36,123148.36,2011
5168,188,123143.16,0,0,Not Provided,123143.16,123143.16,2011
5169,101,120937.01,0,2195.36,Not Provided,123132.37,123132.37,2011
5170,129,98283.78,8689.42,16154.65,Not Provided,123127.85,123127.85,2011
5171,22,105934.68,0,17186.8,Not Provided,123121.48,123121.48,2011
5172,56,106065.2,10141.4,6904.18,Not Provided,123110.78,123110.78,2011
5173,40,112433.17,2615.17,8056.2,Not Provided,123104.54,123104.54,2011
5174,57,110242.88,9179.32,3673.73,Not Provided,123095.93,123095.93,2011
5175,247,81418.25,36040.08,5623.45,Not Provided,123081.78,123081.78,2011
5176,276,123080.71,0,0,Not Provided,123080.71,123080.71,2011
5177,22,105934.67,0,17142.24,Not Provided,123076.91,123076.91,2011
5178,48,86839.18,27911.55,8321.32,Not Provided,123072.05,123072.05,2011
5179,88,70280.18,0,52773.76,Not Provided,123053.94,123053.94,2011
5180,277,97130.81,20649.96,5263.92,Not Provided,123044.69,123044.69,2011
5181,129,115882,4011.3,3147.31,Not Provided,123040.61,123040.61,2011
5182,40,112401.07,5313.11,5319.43,Not Provided,123033.61,123033.61,2011
5183,101,120937.09,0,2096.2,Not Provided,123033.29,123033.29,2011
5184,101,120937.02,0,2096.2,Not Provided,123033.22,123033.22,2011
5185,33,104658.91,6100.45,12265.05,Not Provided,123024.41,123024.41,2011
5186,126,123012.5,0,0,Not Provided,123012.5,123012.5,2011
5187,19,99014.4,23565.6,430,Not Provided,123010,123010,2011
5188,74,103530.42,5129.52,14341.49,Not Provided,123001.43,123001.43,2011
5189,32,106950.4,0,16042.55,Not Provided,122992.95,122992.95,2011
5190,152,122987.7,0,0,Not Provided,122987.7,122987.7,2011
5191,129,100760.41,2411.54,19814.25,Not Provided,122986.2,122986.2,2011
5192,188,117993.02,0,4980.44,Not Provided,122973.46,122973.46,2011
5193,98,122972.22,0,0,Not Provided,122972.22,122972.22,2011
5194,129,113272.17,4411.78,5286.13,Not Provided,122970.08,122970.08,2011
2259,56,99964.19,8528.02,14471.11,Not Provided,122963.32,122963.32,2011
5195,93,84823.35,0,38125.04,Not Provided,122948.39,122948.39,2011
5196,162,105489.03,0,17454,Not Provided,122943.03,122943.03,2011
5197,134,122663.05,0,265.79,Not Provided,122928.84,122928.84,2011
5198,217,117043.48,0,5883.09,Not Provided,122926.57,122926.57,2011
5199,129,122664.01,0,250,Not Provided,122914.01,122914.01,2011
3897,48,86840.01,24782.44,11289.71,Not Provided,122912.16,122912.16,2011
5200,241,122911.62,0,0,Not Provided,122911.62,122911.62,2011
5201,188,104281.68,0,18629.03,Not Provided,122910.71,122910.71,2011
5202,57,102622,6916.19,13371.95,Not Provided,122910.14,122910.14,2011
5203,57,108662.95,7459.54,6785.18,Not Provided,122907.67,122907.67,2011
5204,169,100417.25,6896.12,15590.85,Not Provided,122904.22,122904.22,2011
5205,40,109377.3,7676.77,5833.72,Not Provided,122887.79,122887.79,2011
5206,48,86840,18997.64,17047.73,Not Provided,122885.37,122885.37,2011
5207,40,112421.46,9640.67,819.53,Not Provided,122881.66,122881.66,2011
5208,57,106518.96,5865.01,10491.3,Not Provided,122875.27,122875.27,2011
5209,110,122873.23,0,0,Not Provided,122873.23,122873.23,2011
5210,33,106441.67,5925.62,10501.97,Not Provided,122869.26,122869.26,2011
5211,146,90589.22,22191.7,10086.92,Not Provided,122867.84,122867.84,2011
5212,40,106040.76,16038.27,787.86,Not Provided,122866.89,122866.89,2011
5213,57,102877.59,12755.74,7232.39,Not Provided,122865.72,122865.72,2011
5214,40,112339.04,7621.66,2895.97,Not Provided,122856.67,122856.67,2011
5215,40,112401.08,5814.49,4637.15,Not Provided,122852.72,122852.72,2011
5216,270,114385.41,0,8464.69,Not Provided,122850.1,122850.1,2011
5217,91,121442.72,0,1400,Not Provided,122842.72,122842.72,2011
5218,129,102884.84,6987.55,12970.2,Not Provided,122842.59,122842.59,2011
5219,40,112093.45,5015.2,5730.45,Not Provided,122839.1,122839.1,2011
5220,3,74932,33041.53,14859.95,Not Provided,122833.48,122833.48,2011
5221,129,104185.58,4825.8,13820.95,Not Provided,122832.33,122832.33,2011
3787,50,77580.68,36378.97,8858.96,Not Provided,122818.61,122818.61,2011
5222,168,67859.69,50143.43,4805.15,Not Provided,122808.27,122808.27,2011
5223,57,110223.06,3512.44,9067.69,Not Provided,122803.19,122803.19,2011
5224,40,112421.44,6630.04,3745.11,Not Provided,122796.59,122796.59,2011
1865,130,106485.01,0,16302.48,Not Provided,122787.49,122787.49,2011
5225,40,112401.07,7646.57,2717.71,Not Provided,122765.35,122765.35,2011
5226,40,112441.8,4466.76,5853.28,Not Provided,122761.84,122761.84,2011
5227,22,105934.69,0,16826.79,Not Provided,122761.48,122761.48,2011
5228,40,112441.82,6597.51,3719.51,Not Provided,122758.84,122758.84,2011
5229,192,122758.57,0,0,Not Provided,122758.57,122758.57,2011
5230,113,87954.37,26825.11,7974.94,Not Provided,122754.42,122754.42,2011
5231,22,105507.89,2588.9,14646.68,Not Provided,122743.47,122743.47,2011
5232,48,86506,26825.33,9408.61,Not Provided,122739.94,122739.94,2011
5233,56,104558.93,1392.11,16772.8,Not Provided,122723.84,122723.84,2011
5234,57,110223.07,818.27,11670.63,Not Provided,122711.97,122711.97,2011
5235,40,112421.43,4308.9,5970.93,Not Provided,122701.26,122701.26,2011
5236,193,55880,59166.91,7650.27,Not Provided,122697.18,122697.18,2011
5237,40,112380.67,5344.32,4965.84,Not Provided,122690.83,122690.83,2011
5238,22,105934.66,90.84,16663.39,Not Provided,122688.89,122688.89,2011
5239,48,86840,29861.5,5985.31,Not Provided,122686.81,122686.81,2011
5240,22,104942.39,2343.03,15397.54,Not Provided,122682.96,122682.96,2011
5241,113,88224.56,27930.86,6524.4,Not Provided,122679.82,122679.82,2011
5242,50,77569,40894.66,4215.15,Not Provided,122678.81,122678.81,2011
5243,40,112441.81,1655.24,8578.83,Not Provided,122675.88,122675.88,2011
5244,130,122574.16,0,91.6,Not Provided,122665.76,122665.76,2011
5245,134,122663.05,0,0,Not Provided,122663.05,122663.05,2011
5246,134,122663.04,0,0,Not Provided,122663.04,122663.04,2011
5247,134,122663.02,0,0,Not Provided,122663.02,122663.02,2011
5248,129,99523.34,5675.25,17439.94,Not Provided,122638.53,122638.53,2011
5249,129,104427.52,7254.93,10950.83,Not Provided,122633.28,122633.28,2011
5250,22,105934.64,276.89,16415.84,Not Provided,122627.37,122627.37,2011
5251,129,118777.95,0,3849.32,Not Provided,122627.27,122627.27,2011
5252,56,106026.96,7041.8,9555.36,Not Provided,122624.12,122624.12,2011
5253,72,105697.95,3002.11,13914.44,Not Provided,122614.5,122614.5,2011
5254,57,110242.94,5321.76,7048.72,Not Provided,122613.42,122613.42,2011
5255,278,71905.8,39100.31,11599.98,Not Provided,122606.09,122606.09,2011
5256,57,103643.59,11081.07,7880.9,Not Provided,122605.56,122605.56,2011
5257,40,112421.44,6459.55,3722.74,Not Provided,122603.73,122603.73,2011
5258,129,114438.21,3508.54,4653.8,Not Provided,122600.55,122600.55,2011
5259,57,115145.04,5123.65,2324.67,Not Provided,122593.36,122593.36,2011
5260,40,117299.16,397.65,4893.86,Not Provided,122590.67,122590.67,2011
5261,103,105404,836.13,16344.37,Not Provided,122584.5,122584.5,2011
5262,40,112401.03,6294.8,3878.15,Not Provided,122573.98,122573.98,2011
5263,126,88494.01,0,34070.19,Not Provided,122564.2,122564.2,2011
5264,279,72048.61,44160.67,6333.92,Not Provided,122543.2,122543.2,2011
5265,57,110242.91,9257.25,3037.43,Not Provided,122537.59,122537.59,2011
5266,91,122006.46,0,528.48,Not Provided,122534.94,122534.94,2011
5267,129,100760.01,6810.3,14960.06,Not Provided,122530.37,122530.37,2011
5268,19,99014.4,13312.8,10190.09,Not Provided,122517.29,122517.29,2011
5269,241,122419.43,0,90,Not Provided,122509.43,122509.43,2011
5270,57,101615.99,4808.54,16081,Not Provided,122505.53,122505.53,2011
5271,47,74128.15,23478.48,24895.84,Not Provided,122502.47,122502.47,2011
5272,129,101987.74,4752.84,15751.8,Not Provided,122492.38,122492.38,2011
5273,48,86840,29107.82,6540.15,Not Provided,122487.97,122487.97,2011
5274,280,96201.62,22984.94,3300.33,Not Provided,122486.89,122486.89,2011
5275,125,119314.95,0,3170.8,Not Provided,122485.75,122485.75,2011
5276,40,112421.45,6991.03,3068.69,Not Provided,122481.17,122481.17,2011
5277,129,106149.57,3509.91,12819.3,Not Provided,122478.78,122478.78,2011
5278,190,110955.6,8594.76,2922,Not Provided,122472.36,122472.36,2011
5279,270,111203.2,672.59,10576,Not Provided,122451.79,122451.79,2011
5280,255,104759.72,10470.73,7215.69,Not Provided,122446.14,122446.14,2011
5281,40,112421.43,7450.04,2571.4,Not Provided,122442.87,122442.87,2011
5282,22,105934.71,3167.21,13335.22,Not Provided,122437.14,122437.14,2011
5283,129,103278.74,4637.48,14519.06,Not Provided,122435.28,122435.28,2011
5284,110,121685.18,0,745.19,Not Provided,122430.37,122430.37,2011
5285,101,120937.08,0,1488.72,Not Provided,122425.8,122425.8,2011
5286,40,112421.44,6040.35,3963.14,Not Provided,122424.93,122424.93,2011
5287,22,105934.68,343.73,16138.22,Not Provided,122416.63,122416.63,2011
5288,281,74375.7,42857.01,5168.5,Not Provided,122401.21,122401.21,2011
5289,217,116871.05,0,5518.48,Not Provided,122389.53,122389.53,2011
5290,40,112433.4,2565.69,7385.04,Not Provided,122384.13,122384.13,2011
5291,152,117377.13,0,5000,Not Provided,122377.13,122377.13,2011
5292,35,90051.85,27639.98,4676.75,Not Provided,122368.58,122368.58,2011
5293,101,121248.98,0,1085.05,Not Provided,122334.03,122334.03,2011
5294,88,122315.51,0,0,Not Provided,122315.51,122315.51,2011
5295,57,102621.15,8556.12,11129.05,Not Provided,122306.32,122306.32,2011
5296,56,106276.96,5145.02,10881.94,Not Provided,122303.92,122303.92,2011
5297,40,109090.58,964.63,12245.23,Not Provided,122300.44,122300.44,2011
5298,142,120937,0,1350.55,Not Provided,122287.55,122287.55,2011
5299,129,122018.78,0,256.1,Not Provided,122274.88,122274.88,2011
5300,40,112401.04,6805.43,3068.24,Not Provided,122274.71,122274.71,2011
5301,161,122274.6,0,0,Not Provided,122274.6,122274.6,2011
5302,161,122274.6,0,0,Not Provided,122274.6,122274.6,2011
5303,161,122274.6,0,0,Not Provided,122274.6,122274.6,2011
5304,33,106403.37,6786.98,9077.37,Not Provided,122267.72,122267.72,2011
5305,215,73457.99,46325.84,2480.5,Not Provided,122264.33,122264.33,2011
5306,129,98134.34,7238.7,16887.52,Not Provided,122260.56,122260.56,2011
5307,22,105934.66,0,16320.02,Not Provided,122254.68,122254.68,2011
5308,129,112034,3872.1,6331.24,Not Provided,122237.34,122237.34,2011
5309,55,111770,9513.6,941.07,Not Provided,122224.67,122224.67,2011
5310,241,122217.4,0,0,Not Provided,122217.4,122217.4,2011
5311,159,122205.68,0,0,Not Provided,122205.68,122205.68,2011
5312,88,122194.46,0,0,Not Provided,122194.46,122194.46,2011
5313,192,122193.61,0,0,Not Provided,122193.61,122193.61,2011
5314,126,122183.75,0,0,Not Provided,122183.75,122183.75,2011
5315,22,105934.69,1625.13,14622.37,Not Provided,122182.19,122182.19,2011
5316,57,110203.18,5172.11,6782.06,Not Provided,122157.35,122157.35,2011
5317,88,122148.04,0,0,Not Provided,122148.04,122148.04,2011
5318,72,106106.59,7913.93,8124.46,Not Provided,122144.98,122144.98,2011
5319,57,110242.92,10910.06,988.26,Not Provided,122141.24,122141.24,2011
5320,129,102499.89,4679.88,14959.85,Not Provided,122139.62,122139.62,2011
5321,22,105934.66,0,16198.2,Not Provided,122132.86,122132.86,2011
5322,40,112410.97,4352.28,5367.05,Not Provided,122130.3,122130.3,2011
5323,282,122111.03,0,0,Not Provided,122111.03,122111.03,2011
5324,57,110203.18,4409.53,7497.92,Not Provided,122110.63,122110.63,2011
5325,242,91188.31,14304.8,16611.12,Not Provided,122104.23,122104.23,2011
5326,229,114874.06,0,7221.8,Not Provided,122095.86,122095.86,2011
5327,40,112421.45,7284.51,2378.01,Not Provided,122083.97,122083.97,2011
5328,56,106046.07,6580.93,9452.78,Not Provided,122079.78,122079.78,2011
5329,209,121006.62,0,1070,Not Provided,122076.62,122076.62,2011
5330,40,112421.45,6635.1,3012.39,Not Provided,122068.94,122068.94,2011
5331,129,99333.09,7677.8,15054.28,Not Provided,122065.17,122065.17,2011
5332,57,99144.5,8365.98,14534.78,Not Provided,122045.26,122045.26,2011
5333,129,98905.31,6752.39,16387.1,Not Provided,122044.8,122044.8,2011
5334,40,112400.9,4937.68,4693.29,Not Provided,122031.87,122031.87,2011
5335,198,87345.66,20919.22,13755.45,Not Provided,122020.33,122020.33,2011
5336,22,105934.66,525.91,15558.01,Not Provided,122018.58,122018.58,2011
5337,55,109160.82,12671.74,180,Not Provided,122012.56,122012.56,2011
5338,56,100000.47,9368.51,12641.77,Not Provided,122010.75,122010.75,2011
5339,129,96346.66,10002.65,15659.82,Not Provided,122009.13,122009.13,2011
5340,184,92861.5,27502.63,1639.2,Not Provided,122003.33,122003.33,2011
5341,56,106228.89,10008.91,5759.38,Not Provided,121997.18,121997.18,2011
5342,40,112421.18,4545.11,5027.2,Not Provided,121993.49,121993.49,2011
5343,129,115882,4697.69,1408.72,Not Provided,121988.41,121988.41,2011
5344,180,102212.87,2636.66,17123.72,Not Provided,121973.25,121973.25,2011
5345,56,106190.95,7604.06,8174.66,Not Provided,121969.67,121969.67,2011
5346,239,112418.25,3924.88,5618.73,Not Provided,121961.86,121961.86,2011
5347,129,97677.14,0,24283.66,Not Provided,121960.8,121960.8,2011
5348,101,120937.03,0,1015,Not Provided,121952.03,121952.03,2011
5349,110,99086.92,0,22860.48,Not Provided,121947.4,121947.4,2011
5350,169,94448.81,12778.07,14710.38,Not Provided,121937.26,121937.26,2011
5351,40,112401.08,4371.11,5164.41,Not Provided,121936.6,121936.6,2011
5352,101,120937.08,0,990.68,Not Provided,121927.76,121927.76,2011
5353,245,88320.55,14151.45,19453.03,Not Provided,121925.03,121925.03,2011
5354,129,115435.83,45.96,6441.67,Not Provided,121923.46,121923.46,2011
